dataset,model,model_id,num_experts,variant,prob_expert,unc_gating,features,seq_len,label_len,pred_len,seed,method,coverage,width,median_width,q_mean,alpha,window_size,window_source,retrains,unbounded,mse,mae,n_runs_seen,coverage_min,coverage_max,width_min,width_max,rerun_disagrees,d_model,n_heads,e_layers,d_layers,d_ff,expand,d_conv,factor,embed,distil,des,itr,method_params,source,all_sources,setting
ETTm2,TimeMixer,test,1,MOG,1,0,M,96,48,96,4021,standard_cp,0.8867,1.1951,,0.5975,0.1,1000,"code, run dated after 2026-01-22",,,0.170450,0.252552,4,0.8867,0.8868,1.1951,1.1953,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/gap_fill/train_ETTm2_TimeMixer_ne1_MOG_pl96.log;logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,2,MOE,0,0,M,96,48,96,4021,standard_cp,0.8847,1.2104,,0.6052,0.1,1000,"code, run dated after 2026-01-22",,,0.173974,0.259887,2,0.8847,0.8847,1.2104,1.2104,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne2_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,2,MOG,1,0,M,96,48,96,4021,adaptive_window_cp,0.8859,1.2658,,2.4344,0.1,n/a,calibrator has no sliding window,,,0.170791,0.252801,2,0.8859,0.8859,1.2658,1.2658,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_TimeMixer_ETTm2_ne2_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,2,MOG,1,0,M,96,48,96,4021,aleatoric_only,0.8859,1.2658,,2.4345,0.1,1000,"code, run dated after 2026-01-22",,,0.170791,0.252801,2,0.8859,0.8859,1.2658,1.2658,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_aleatoric_only.txt,long_term_forecast_test_TimeMixer_ETTm2_ne2_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,2,MOG,1,0,M,96,48,96,4021,cp_aleatoric_scale,0.8859,1.2658,,2.4344,0.1,1000,"code, run dated after 2026-01-22",,,0.170791,0.252801,2,0.8859,0.8859,1.2658,1.2658,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_TimeMixer_ETTm2_ne2_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,2,MOG,1,0,M,96,48,96,4021,cpvs,0.8859,1.2658,,1.4448,0.1,1000,"code, run dated after 2026-01-22",,,0.170791,0.252801,2,0.8859,0.8859,1.2658,1.2658,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_cpvs.txt,long_term_forecast_test_TimeMixer_ETTm2_ne2_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,2,MOG,1,0,M,96,48,96,4021,standard_cp,0.8867,1.1965,,0.5983,0.1,1000,"code, run dated after 2026-01-22",,,0.170791,0.252801,2,0.8867,0.8867,1.1965,1.1965,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne2_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOE,0,0,M,96,48,96,4021,standard_cp,0.8847,1.2203,,0.6102,0.1,1000,"code, run dated after 2026-01-22",,,0.177980,0.264251,4,0.8815,0.8848,1.1887,1.2203,1,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/all_ett13.log;logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOE,0,0,M,96,48,96,4022,standard_cp,0.8804,1.1826,,0.5913,0.1,1000,"code, run dated after 2026-01-22",,,0.176387,0.263413,1,0.8804,0.8804,1.1826,1.1826,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP,logs/all_ett12.log,logs/all_ett12.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTm2,TimeMixer,test,3,MOE,0,0,M,96,48,96,4023,standard_cp,0.8823,1.1916,,0.5958,0.1,1000,"code, run dated after 2026-01-22",,,0.176130,0.261624,2,0.8823,0.8823,1.1916,1.1916,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP,logs/all_ett13.log,logs/all_ett12.log;logs/all_ett13.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
ETTm2,TimeMixer,test,3,MOE,0,0,M,96,48,96,4024,standard_cp,0.8813,1.1728,,0.5864,0.1,1000,"code, run dated after 2026-01-22",,,0.173817,0.255909,1,0.8813,0.8813,1.1728,1.1728,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP,logs/all_ett14.log,logs/all_ett14.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
ETTm2,TimeMixer,test,3,MOE,0,0,M,96,48,96,4025,standard_cp,0.8807,1.1823,,0.5911,0.1,1000,"code, run dated after 2026-01-22",,,0.177137,0.262320,1,0.8807,0.8807,1.1823,1.1823,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP,logs/all_ett14.log,logs/all_ett14.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTm2,TimeMixer,test,3,MOG,1,0,M,96,48,96,4021,adaptive_window_cp,0.8850,1.2695,,2.8553,0.1,n/a,calibrator has no sliding window,,,0.171303,0.251246,2,0.8850,0.8850,1.2695,1.2695,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOG,1,0,M,96,48,96,4021,aleatoric_only,0.8849,1.2699,,2.8572,0.1,1000,"code, run dated after 2026-01-22",,,0.171303,0.251246,2,0.8849,0.8849,1.2699,1.2699,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_aleatoric_only.txt,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOG,1,0,M,96,48,96,4021,cp_aleatoric_scale,0.8850,1.2695,,2.8553,0.1,1000,"code, run dated after 2026-01-22",,,0.171303,0.251246,2,0.8850,0.8850,1.2695,1.2695,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOG,1,0,M,96,48,96,4021,cpvs,0.8849,1.2697,,1.5517,0.1,1000,"code, run dated after 2026-01-22",,,0.171303,0.251246,4,0.8788,0.8849,1.2446,1.2737,1,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/all_ett19.log;logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_cpvs.txt,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOG,1,0,M,96,48,96,4021,standard_cp,0.8863,1.1960,,0.5980,0.1,1000,"code, run dated after 2026-01-22",,,0.171303,0.251246,3,0.8863,0.8863,1.1960,1.1974,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOG,1,0,M,96,48,96,4022,cpvs,0.8803,1.2746,,1.6376,0.1,1000,"code, run dated after 2026-01-22",,,0.174166,0.253979,2,0.8802,0.8803,1.2730,1.2746,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS (Delayed),logs/all_ett16.log,logs/all_ett13.log;logs/all_ett16.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTm2,TimeMixer,test,3,MOG,1,0,M,96,48,96,4023,cpvs,0.8797,1.2375,,1.4694,0.1,1000,"code, run dated after 2026-01-22",,,0.171464,0.252087,1,0.8797,0.8797,1.2375,1.2375,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS (Delayed),logs/all_ett18.log,logs/all_ett18.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
ETTm2,TimeMixer,test,3,MOG,1,0,M,96,48,96,4025,cpvs,0.8807,1.2547,,1.4710,0.1,1000,"code, run dated after 2026-01-22",,,0.170857,0.252651,1,0.8807,0.8807,1.2547,1.2547,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS (Delayed),logs/all_ett14.log,logs/all_ett14.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTm2,TimeMixer,test,3,MOGU,1,1,M,96,48,96,4021,cpvs,0.8857,1.2362,,1.3519,0.1,1000,"code, run dated after 2026-01-22",,,0.169272,0.250687,2,0.8806,0.8857,1.2233,1.2362,1,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/all_ett19.log;result_calibration_cpvs.txt,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOGU,1,1,M,96,48,96,4021,standard_cp,0.8864,1.1902,,0.5951,0.1,,unknown - run cannot be dated,,,0.169272,0.250687,1,0.8864,0.8864,1.1902,1.1902,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,3,MOGU,1,1,M,96,48,96,4022,cpvs,0.8813,1.1981,,1.2987,0.1,1000,"code, run dated after 2026-01-22",,,0.169246,0.252023,2,0.8810,0.8813,1.1981,1.1999,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS (Delayed),logs/all_ett16.log,logs/all_ett13.log;logs/all_ett16.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
ETTm2,TimeMixer,test,3,MOGU,1,1,M,96,48,96,4023,cpvs,0.8808,1.2001,,1.3725,0.1,1000,"code, run dated after 2026-01-22",,,0.170738,0.253511,1,0.8808,0.8808,1.2001,1.2001,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS (Delayed),logs/all_ett18.log,logs/all_ett18.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
ETTm2,TimeMixer,test,3,MOGU,1,1,M,96,48,96,4025,cpvs,0.8806,1.2044,,1.1705,0.1,1000,"code, run dated after 2026-01-22",,,0.169926,0.253596,1,0.8806,0.8806,1.2044,1.2044,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS (Delayed),logs/all_ett14.log,logs/all_ett14.log,long_term_forecast_test_TimeMixer_ETTm2_ne3_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
ETTm2,TimeMixer,test,4,MOE,0,0,M,96,48,96,4021,standard_cp,0.8853,1.2346,,0.6173,0.1,1000,"code, run dated after 2026-01-22",,,0.183648,0.266646,2,0.8853,0.8853,1.2346,1.2346,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne4_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,4,MOG,1,0,M,96,48,96,4021,adaptive_window_cp,0.8839,1.2911,,2.3947,0.1,n/a,calibrator has no sliding window,,,0.171167,0.253662,2,0.8839,0.8839,1.2911,1.2911,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_TimeMixer_ETTm2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,4,MOG,1,0,M,96,48,96,4021,aleatoric_only,0.8838,1.2917,,2.3997,0.1,1000,"code, run dated after 2026-01-22",,,0.171167,0.253662,2,0.8838,0.8838,1.2917,1.2917,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_aleatoric_only.txt,long_term_forecast_test_TimeMixer_ETTm2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,4,MOG,1,0,M,96,48,96,4021,cp_aleatoric_scale,0.8839,1.2911,,2.3947,0.1,1000,"code, run dated after 2026-01-22",,,0.171167,0.253662,2,0.8839,0.8839,1.2911,1.2911,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_TimeMixer_ETTm2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,4,MOG,1,0,M,96,48,96,4021,cpvs,0.8838,1.2913,,1.4243,0.1,1000,"code, run dated after 2026-01-22",,,0.171167,0.253662,2,0.8838,0.8838,1.2913,1.2913,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_cpvs.txt,long_term_forecast_test_TimeMixer_ETTm2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,4,MOG,1,0,M,96,48,96,4021,standard_cp,0.8862,1.1939,,0.5970,0.1,1000,"code, run dated after 2026-01-22",,,0.171167,0.253662,2,0.8862,0.8862,1.1939,1.1939,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne4_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,5,MOE,0,0,M,96,48,96,4021,standard_cp,0.8850,1.2185,,0.6092,0.1,1000,"code, run dated after 2026-01-22",,,0.176759,0.263561,2,0.8850,0.8850,1.2185,1.2185,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne5_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,5,MOG,1,0,M,96,48,96,4021,adaptive_window_cp,0.8900,1.2644,,2.1445,0.1,n/a,calibrator has no sliding window,,,0.171367,0.253767,2,0.8900,0.8900,1.2644,1.2644,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive Window CP Delayed,result_calibration_adaptive_window_tsf.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_adaptive_window_tsf.txt,long_term_forecast_test_TimeMixer_ETTm2_ne5_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,5,MOG,1,0,M,96,48,96,4021,aleatoric_only,0.8863,1.2660,,2.2471,0.1,1000,"code, run dated after 2026-01-22",,,0.171367,0.253767,2,0.8863,0.8863,1.2660,1.2660,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_aleatoric_only.txt,long_term_forecast_test_TimeMixer_ETTm2_ne5_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,5,MOG,1,0,M,96,48,96,4021,cp_aleatoric_scale,0.8864,1.2646,,2.2331,0.1,1000,"code, run dated after 2026-01-22",,,0.171367,0.253767,2,0.8864,0.8864,1.2646,1.2646,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_TimeMixer_ETTm2_ne5_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,5,MOG,1,0,M,96,48,96,4021,cpvs,0.8864,1.2635,,1.3795,0.1,1000,"code, run dated after 2026-01-22",,,0.171367,0.253767,2,0.8864,0.8864,1.2635,1.2635,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_cpvs.txt,long_term_forecast_test_TimeMixer_ETTm2_ne5_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,TimeMixer,test,5,MOG,1,0,M,96,48,96,4021,standard_cp,0.8863,1.1947,,0.5974,0.1,1000,"code, run dated after 2026-01-22",,,0.171367,0.253767,2,0.8863,0.8863,1.1947,1.1947,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/run_tsf_ett_backbones_gpu1_20260806_163120.log;result_calibration_mse_cp.txt,long_term_forecast_test_TimeMixer_ETTm2_ne5_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,iTransformer,cqr,1,MOE,0,0,M,96,48,96,1193,cqr_quantile,0.8639,4.3891,,1.6873,0.1,,unknown - run cannot be dated,,,3.206920,1.381768,2,0.8635,0.8639,4.3891,4.4036,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"CQR Quantile alpha=0.1, Delayed Update",result_calibration_cqr_quantile.txt,result_calibration_cqr_quantile.txt,long_term_forecast_cqr_iTransformer_ETTm2_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed1193
ETTm2,iTransformer,cqr,1,MOE,0,0,M,96,48,96,1193,cqr_retrain,0.8830,2.5397,,0.8428,0.1,1000,recorded in the run output,119,,3.206920,1.381768,2,0.8830,0.8841,2.5397,2.5474,1,512,8,2,1,2048,2,4,1,timeF,True,test,0,"Retrained CQR alpha=0.1, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_cqr_retrain.txt,result_calibration_cqr_retrain.txt,long_term_forecast_cqr_iTransformer_ETTm2_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed1193
ETTm2,iTransformer,test,1,MOE,0,0,M,96,48,96,4021,aci_cp,0.8993,1.3997,,0.6998,0.1,1000,"code, run dated after 2026-01-22",,,0.181777,0.263183,2,0.8993,0.8993,1.3997,1.3997,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/aci_ne1_moe/ettm2_20260810_114441.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_ETTm2_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4021,aci_cqr_quantile,0.8941,3.9568,,0.2800,0.1,1000,"code, run dated after 2026-01-22",,,2.621681,1.323613,2,0.8941,0.8941,3.9568,3.9568,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CQR Quantile, alpha=0.1, gamma=0.001, Delayed Update",result_calibration_aci_cqr_quantile_tsf.txt,logs/aci_ne1_mog/ettm2_cqr_20260810_183846.log;result_calibration_aci_cqr_quantile_tsf.txt,long_term_forecast_cqr_iTransformer_ETTm2_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4021,aci_cqr_retrain,0.8977,1.7155,,0.5191,0.1,1000,recorded in the run output,119,,2.621681,1.323613,2,0.8977,0.8977,1.7155,1.7155,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI Retrained CQR, alpha=0.1, gamma=0.001, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_aci_cqr_retrain_tsf.txt,logs/aci_cqr_retrain_all/ne1_ettm2_20260811_140220.log;result_calibration_aci_cqr_retrain_tsf.txt,long_term_forecast_cqr_iTransformer_ETTm2_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
ETTm2,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4021,cqr_quantile,0.8760,3.7775,,0.1903,0.1,,unknown - run cannot be dated,,,2.621681,1.323613,2,0.8760,0.8760,3.7775,3.7775,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"CQR Quantile alpha=0.1, Delayed Update",result_calibration_cqr_quantile.txt,result_calibration_cqr_quantile.txt,long_term_forecast_cqr_iTransformer_ETTm2_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
